"","X","PRT_ID","AREA","INT_SQFT","DATE_SALE","DIST_MAINROAD","N_BEDROOM","N_BATHROOM","N_ROOM","SALE_COND","PARK_FACIL","DATE_BUILD","BUILDTYPE","UTILITY_AVAIL","STREET","REG_FEE","COMMIS","SALES_PRICE","YEAR_BUILD","YEAR_SOLD"
"3541",3541,"P02194","Karapakkam",1088,"17-11-2011",178,1,1,3,"Family","No","25-11-1979","Other","No_Sew_Water","Paved",305664,159200,6368000,"1979","2011"
"3542",3542,"P04907","Karapakkam",1229,"06-06-2010",78,1,1,3,"Partial","Yes","11-06-1990","Housing","AllPub","Gravel",376917,144351,8019500,"1990","2010"
"3543",3543,"P09446","Adyar",848,"01-12-2006",125,1,1,3,"Abnormal","No","06-12-1986","Other","No_Sew_Water","Gravel",264736,19855,6618400,"1986","2006"
"3544",3544,"P08958","Chromepet",1209,"04-06-2007",148,2,1,4,"Family","Yes","05-06-2002","Commercial","AllPub","Gravel",476120,148788,14878750,"2002","2007"
"3545",3545,"P08052","KK Nagar",2041,"10-05-2008",85,3,2,5,"Normal Sale","No","15-05-1989","Housing","No_Sew_Water","Paved",346506,105877,9625180,"1989","2008"
"3546",3546,"P05769","Adyar",618,"25-12-2009",22,1,1,2,"Abnormal","No","28-12-1996","Other","No_Sew_Water","Gravel",177488,16639,5546495,"1996","2009"
"3547",3547,"P04690","Anna Nagar",1750,"18-07-2010",124,1,1,4,"Family","No","26-07-1976","Housing","No_Sew_Water","Gravel",359917,59986,11997230,"1976","2010"
"3548",3548,"P09037","Anna Nagar",1816,"06-05-2007",131,2,1,5,"Partial","No","10-05-1989","Other","ELO","NoAccess",411532,92927,13275240,"1989","2007"
"3549",3549,"P05399","Karapakkam",793,"03-03-2010",153,1,1,2,"Family","No","08-03-1989","Other","No_Sew_Water","NoAccess",184742,39588,4398625,"1989","2010"
"3550",3550,"P09617","Velachery",1737,"02-07-2006",109,2,1,4,"Family","No","10-07-1972","Commercial","AllPub","Gravel",398902,172857,13296730,"1972","2006"
"3551",3551,"P06062","Adyar",658,"30-10-2009",155,1,1,2,"Adj Land","No","04-11-1991","Housing","AllPub","NoAccess",179191,13439,4479770,"1991","2009"
"3552",3552,"P06530","Adyar",1219,"30-07-2009",189,2,2,4,"Adj Land","No","02-08-1997","Other","ELO","Paved",356975,167332,11155480,"1997","2009"
"3553",3553,"P03914","Karapakkam",1272,"15-12-2010",181,1,1,3,"Normal Sale","No","24-12-1973","Commercial","AllPub","Gravel",380351,236434,10279750,"1973","2010"
"3554",3554,"P05734","Chromepet",919,"02-01-2010",72,1,1,3,"Family","Yes","08-01-1987","Housing","ELO","Gravel",260537,35936,8984050,"1987","2010"
"3555",3555,"P00955","Anna Nagar",1741,"09-04-2013",46,1,1,4,"Family","No","18-04-1977","Other","AllPub","NoAccess",424680,84936,12133700,"1977","2013"
"3556",3556,"P01393","Anna Nagar",1984,"07-06-2012",160,2,1,5,"Adj Land","No","14-06-1986","Other","ELO","Paved",440372,242964,15185240,"1986","2012"
"3557",3557,"P07409","KK Nagar",2202,"20-11-2008",104,3,2,5,"Family","Yes","24-11-1994","Commercial","AllPub","Paved",821501,186705,18670480,"1994","2008"
"3558",3558,"P01600","Adyar",630,"11-03-2012",52,1,1,2,"Adj Land","Yes","16-03-1993","Other","No_Sew_Water","Gravel",273256,29541,7385285,"1993","2012"
"3559",3559,"P07706","KK Nagar",1344,"28-08-2008",89,2,1,4,"Abnormal","No","30-08-2000","Commercial","AllPub","Paved",406489,301589,13112560,"2000","2008"
"3560",3560,"P04648","Karapakkam",915,"25-07-2010",25,1,1,3,"Partial","No","05-08-1967","Commercial","AllPub","NoAccess",287054,105449,5858250,"1967","2010"
"3561",3561,"P07314","Velachery",1884,"23-12-2008",142,3,2,5,"Family","No","05-01-1958","Housing","No_Sew_Water","NoAccess",253856,96054,6860970,"1958","2008"
"3562",3562,"P07211","TNagar",1989,"20-01-2009",46,2,1,5,"Family","No","30-01-1972","Housing","ELO","Paved",456406,190169,12677940,"1972","2009"
"3563",3563,"P05310","Adyar",730,"21-03-2010",87,1,1,2,"Partial","Yes","26-03-1989","Housing","No_Sew_Water","Gravel",264504,54457,7779515,"1989","2010"
"3564",3564,"P00175","Chromepet",1081,"19-10-2014",172,1,1,3,"Partial","Yes","27-10-1981","Housing","ELO","Paved",270368,87216,8721550,"1981","2014"
"3565",3565,"P08059","Chromepet",1198,"07-05-2008",73,1,1,3,"Normal Sale","Yes","11-05-1993","Commercial","ELO","Paved",427058,151537,13776050,"1993","2008"
"3566",3566,"P00842","Chromepet",927,"21-06-2013",40,1,1,3,"Abnormal","No","25-06-1998","Housing","AllPub","NoAccess",211506,89483,8134850,"1998","2013"
"3567",3567,"P08976","Velachery",1611,"26-05-2007",115,2,1,4,"Partial","No","01-06-1983","Housing","No_Sew_Water","Gravel",315564,176344,9281280,"1983","2007"
"3568",3568,"P08444","Adyar",655,"29-12-2007",22,1,1,2,"Adj Land","Yes","30-12-2000","Commercial","AllPub","Paved",398972,68395,11399205,"2000","2007"
"3569",3569,"P08689","Velachery",1634,"20-09-2007",111,2,1,4,"Adj Land","Yes","24-09-1988","Commercial","No_Sew_Water","Gravel",491907,163969,14906280,"1988","2007"
"3570",3570,"P03566","KK Nagar",1762,"28-02-2011",28,2,1,4,"Partial","No","07-03-1983","Commercial","No_Sew_Water","Paved",439403,175761,14646760,"1983","2011"
"3571",3571,"P06498","KK Nagar",2049,"06-08-2009",7,3,2,5,"Normal Sale","No","09-08-1998","Housing","AllPub","Paved",400777,180350,10019420,"1998","2009"
"3572",3572,"P02613","Velachery",1711,"02-09-2011",148,2,1,4,"Abnormal","No","08-09-1985","Commercial","AllPub","Gravel",450959,145471,14547070,"1985","2011"
"3573",3573,"P04882","KK Nagar",1807,"11-06-2010",53,3,2,5,"Partial","Yes","17-06-1987","Commercial","No_Sew_Water","Paved",732764,286734,15929660,"1987","2010"
"3574",3574,"P05536","Karapakkam",591,"06-02-2010",106,1,1,2,"Abnormal","Yes","14-02-1979","Commercial","No_Sew_Water","NoAccess",228552,164272,7142250,"1979","2010"
"3575",3575,"P07905","TNagar",1827,"29-06-2008",98,2,1,5,"Partial","Yes","03-07-1995","Commercial","AllPub","NoAccess",616673,287781,20555760,"1995","2008"
"3576",3576,"P04618","Adyar",789,"30-07-2010",197,1,1,2,"Adj Land","Yes","05-08-1985","Commercial","ELO","NoAccess",412806,74093,10584775,"1985","2010"
"3577",3577,"P05173","Adyar",1299,"15-04-2010",20,2,2,4,"Normal Sale","No","25-04-1970","Commercial","ELO","Gravel",553550,205604,15815700,"1970","2010"
"3578",3578,"P09415","Adyar",786,"16-12-2006",197,1,1,2,"Family","No","24-12-1975","Other","ELO","Gravel",266914,37071,7414265,"1975","2006"
"3579",3579,"P04879","Velachery",1726,"12-06-2010",89,2,1,4,"Abnormal","Yes","22-06-1968","Housing","ELO","Paved",291169,84286,7662340,"1968","2010"
"3580",3580,"P07512","TNagar",1790,"17-10-2008",82,1,1,4,"Abnormal","Yes","23-10-1987","Other","No_Sew_Water","Paved",370287,170902,14241820,"1987","2008"
"3581",3581,"P07140","Adyar",691,"09-02-2009",182,1,1,2,"Abnormal","No","16-02-1983","Housing","ELO","NoAccess",158899,5126,5125790,"1983","2009"
"3582",3582,"P05018","KK Nagar",1405,"17-05-2010",75,2,1,4,"Family","Yes","20-05-1999","Other","No_Sew_Water","Paved",383204,231939,10084320,"1999","2010"
"3583",3583,"P01435","Adyar",1009,"06-05-2012",164,1,1,3,"Normal Sale","Yes","09-05-2001","Commercial","No_Sew_Water","Paved",449339,26432,13215865,"2001","2012"
"3584",3584,"P00216","Anna Nagar",1525,"13-09-2014",114,1,1,4,"Family","Yes","21-09-1983","Commercial","AllPub","Gravel",743729,293577,19571820,"1983","2014"
"3585",3585,"P06047","Velachery",1847,"03-11-2009",186,3,2,5,"Partial","Yes","06-11-1996","Housing","No_Sew_Water","Gravel",427751,236389,11256610,"1996","2009"
"3586",3586,"P00961","Chromepet",1250,"05-04-2013",47,2,1,4,"Abnormal","Yes","09-04-1996","Commercial","No_Sew_Water","Paved",482259,186681,15556750,"1996","2013"
"3587",3587,"P04751","Karapakkam",804,"04-07-2010",179,1,1,2,"Normal Sale","Yes","06-07-2003","Other","No_Sew_Water","NoAccess",236150,147594,5903750,"2003","2010"
"3588",3588,"P05748","KK Nagar",2117,"31-12-2009",133,3,2,5,"Abnormal","Yes","05-01-1992","Other","No_Sew_Water","Paved",446980,248322,12416100,"1992","2009"
"3589",3589,"P03003","KK Nagar",2018,"16-06-2011",145,3,2,5,"Normal Sale","Yes","21-06-1990","Other","No_Sew_Water","Gravel",451958,125544,12554380,"1990","2011"
"3590",3590,"P07946","Chromepet",942,"14-06-2008",74,1,1,3,"Normal Sale","No","21-06-1982","Other","ELO","Paved",234578,98372,7567040,"1982","2008"
"3591",3591,"P02721","Adyar",777,"11-08-2011",196,1,1,2,"Partial","Yes","17-08-1986","Other","No_Sew_Water","NoAccess",281067,51103,8517175,"1986","2011"
"3592",3592,"P09406","TNagar",1695,"20-12-2006",194,1,1,4,"Adj Land","Yes","25-12-1984","Housing","No_Sew_Water","Gravel",369855,92464,13209090,"1984","2006"
"3593",3593,"P03561","Adyar",902,"28-02-2011",175,1,1,3,"Abnormal","No","01-03-2006","Commercial","No_Sew_Water","Gravel",411699,73895,10556375,"2006","2011"
"3594",3594,"P06740","Velachery",1904,"08-06-2009",89,3,2,5,"Abnormal","No","14-06-1985","Other","ELO","Paved",297667,170096,8504780,"1985","2009"
"3595",3595,"P01371","Anna Nagar",1536,"02-07-2012",19,1,1,4,"Family","No","13-07-1969","Other","No_Sew_Water","NoAccess",276617,92206,10245090,"1969","2012"
"3596",3596,"P02433","Karapakkam",827,"05-10-2011",39,1,1,2,"Adj Land","Yes","09-10-1994","Other","No_Sew_Water","Gravel",357217,166148,8307375,"1994","2011"
"3597",3597,"P09694","Velachery",1553,"11-02-2006",158,2,1,4,"Abnormal","No","25-02-1952","Housing","No_Sew_Water","Gravel",215323,71774,6524930,"1952","2006"
"3598",3598,"P03998","Chromepet",768,"27-11-2010",46,1,1,2,"Adj Land","Yes","02-12-1991","Housing","No_Sew_Water","NoAccess",179296,107578,7171850,"1991","2010"
"3599",3599,"P06616","Chromepet",1245,"13-07-2009",26,2,1,4,"Family","No","15-07-2001","Commercial","AllPub","Paved",396538,58746,14686600,"2001","2009"
"3600",3600,"P09896","Velachery",1662,"19-11-2004",55,2,1,4,"Abnormal","Yes","27-11-1974","Other","ELO","Paved",320258,143273,8427850,"1974","2004"
"3601",3601,"P05893","KK Nagar",1958,"04-12-2009",94,3,2,5,"Abnormal","No","09-12-1988","Housing","AllPub","Gravel",469780,192183,10676820,"1988","2009"
"3602",3602,"P04819","KK Nagar",2281,"26-06-2010",124,4,2,6,"Abnormal","Yes","29-06-1997","Commercial","No_Sew_Water","Gravel",843562,479297,19171860,"1997","2010"
"3603",3603,"P05753","Velachery",1908,"29-12-2009",73,3,2,5,"Abnormal","Yes","07-01-1974","Housing","No_Sew_Water","NoAccess",338673,127002,8466820,"1974","2009"
"3604",3604,"P02739","Adyar",916,"08-08-2011",50,1,1,3,"Abnormal","Yes","16-08-1977","Other","ELO","NoAccess",375172,37517,9379310,"1977","2011"
"3605",3605,"P00673","Chromepet",1101,"26-10-2013",24,1,1,3,"Family","Yes","28-10-2004","Housing","No_Sew_Water","NoAccess",235484,117742,8410150,"2004","2013"
"3606",3606,"P00341","Anna Nagar",1518,"24-06-2014",142,1,1,4,"Adj Land","Yes","02-07-1981","Other","ELO","NoAccess",484782,99442,12430300,"1981","2014"
"3607",3607,"P01586","Adyar",1049,"14-03-2012",10,1,1,3,"Family","Yes","19-03-1992","Commercial","ELO","NoAccess",412169,66838,11139700,"1992","2012"
"3608",3608,"P01631","Karapakkam",736,"06-03-2012",120,1,1,2,"Abnormal","Yes","14-03-1983","Housing","AllPub","NoAccess",290019,88267,6304750,"1983","2012"
"3609",3609,"P03787","Adyar",693,"11-01-2011",69,1,1,2,"Normal Sale","No","13-01-2003","Housing","No_Sew_Water","Gravel",320549,88151,8013720,"2003","2011"
"3610",3610,"P00169","Anna Nagar",1802,"26-10-2014",77,2,1,5,"Partial","No","27-10-2008","Other","No_Sew_Water","Paved",495694,80383,13397130,"2008","2014"
"3611",3611,"P01736","Adyar",888,"17-02-2012",44,1,1,3,"Abnormal","Yes","24-02-1983","Commercial","ELO","NoAccess",396433,69376,9910835,"1983","2012"
"3612",3612,"P09380","Chromepet",973,"28-12-2006",155,1,1,3,"Adj Land","Yes","31-12-1993","Other","No_Sew_Water","NoAccess",247961,38148,9536960,"1993","2006"
"3613",3613,"P02754","Karapakkam",663,"04-08-2011",41,1,1,2,"Partial","Yes","09-08-1991","Other","No_Sew_Water","NoAccess",141060,79346,4408125,"1991","2011"
"3614",3614,"P03544","Chromepet",700,"05-03-2011",51,1,1,2,"Family","Yes","15-03-1971","Other","ELO","Paved",256389,115788,8270600,"1971","2011"
"3615",3615,"P08948","Adyar",976,"08-06-2007",47,1,1,3,"Normal Sale","Yes","11-06-1994","Other","AllPub","NoAccess",372453,68610,9801395,"1994","2007"
"3616",3616,"P04548","KK Nagar",2283,"11-08-2010",56,4,2,6,"Family","Yes","12-08-2004","Other","AllPub","Gravel",443276,221638,13852380,"2004","2010"
"3617",3617,"P03767","KK Nagar",1301,"14-01-2011",64,1,1,3,"Family","Yes","16-01-2004","Commercial","No_Sew_Water","Paved",508189,254095,12099740,"2004","2011"
"3618",3618,"P01963","Karapakkam",1261,"07-01-2012",112,1,1,3,"Partial","No","11-01-1993","Commercial","No_Sew_Water","Paved",308296,154148,9634250,"1993","2012"
"3619",3619,"P04580","KK Nagar",2365,"06-08-2010",37,4,2,6,"Partial","No","12-08-1986","Commercial","No_Sew_Water","Gravel",931224,297992,18624480,"1986","2010"
"3620",3620,"P02189","Chromepet",958,"19-11-2011",49,1,1,3,"Family","No","22-11-1999","Other","ELO","Paved",270242,45040,9008060,"1999","2011"
"3621",3621,"P09128","Velachery",1587,"28-03-2007",21,2,1,4,"Partial","Yes","02-04-1984","Housing","ELO","Paved",291926,163135,8586060,"1984","2007"
"3622",3622,"P03830","TNagar",1977,"04-01-2011",131,2,1,5,"Adj Land","Yes","12-01-1978","Commercial","ELO","Paved",616010,242004,22000360,"1978","2011"
"3623",3623,"P03923","Chromepet",1137,"13-12-2010",70,1,1,3,"Adj Land","No","14-12-2005","Other","No_Sew_Water","Paved",313249,114858,10441640,"2005","2010"
"3624",3624,"P08479","Chromepet",865,"17-12-2007",165,1,1,3,"Normal Sale","No","23-12-1980","Other","No_Sew_Water","Gravel",217708,23326,7775300,"1980","2007"
"3625",3625,"P07947","Chromepet",1125,"14-06-2008",103,1,1,3,"Partial","Yes","20-06-1986","Housing","No_Sew_Water","NoAccess",258958,46243,9248500,"1986","2008"
"3626",3626,"P04387","Karapakkam",1635,"11-09-2010",122,2,2,4,"Adj Land","No","12-09-2005","Commercial","No_Sew_Water","NoAccess",371726,212415,10620750,"2005","2010"
"3627",3627,"P07048","KK Nagar",2345,"11-03-2009",199,4,2,6,"Family","No","14-03-1999","Other","No_Sew_Water","Gravel",534204,106841,13355100,"1999","2009"
"3628",3628,"P00537","Chromepet",1072,"22-01-2014",83,1,1,3,"Normal Sale","Yes","28-01-1989","Housing","ELO","Paved",257081,94263,8569350,"1989","2014"
"3629",3629,"P07860","KK Nagar",2416,"10-07-2008",2,4,2,6,"Family","Yes","16-07-1986","Commercial","No_Sew_Water","Paved",628321,215985,19635040,"1986","2008"
"3630",3630,"P07619","Velachery",1720,"18-09-2008",110,2,1,4,"Partial","No","01-10-1958","Other","No_Sew_Water","Paved",277870,101044,8420300,"1958","2008"
"3631",3631,"P06017","Karapakkam",727,"09-11-2009",88,1,1,2,"Family","Yes","12-11-1996","Other","ELO","Paved",228535,99618,5859875,"1996","2009"
"3632",3632,"P02385","TNagar",1970,"15-10-2011",193,2,1,5,"Adj Land","Yes","25-10-1971","Other","No_Sew_Water","Gravel",626088,208696,16053550,"1971","2011"
"3633",3633,"P05436","Velachery",1891,"24-02-2010",51,3,2,5,"Abnormal","Yes","07-03-1965","Other","AllPub","Paved",430619,147641,12303400,"1965","2010"
"3634",3634,"P02685","Karapakkam",1227,"18-08-2011",102,1,1,3,"Family","Yes","19-08-2005","Housing","AllPub","Paved",285108,154950,6198000,"2005","2011"
"3635",3635,"P09041","Chromepet",1253,"04-05-2007",135,2,1,4,"Family","Yes","06-05-1998","Other","No_Sew_Water","Paved",352351,154153,11010960,"1998","2007"
"3636",3636,"P01718","Karapakkam",1278,"20-02-2012",199,1,1,3,"Normal Sale","No","25-02-1991","Commercial","No_Sew_Water","Gravel",453424,94903,10544750,"1991","2012"
"3637",3637,"P08929","Adyar",692,"15-06-2007",190,1,1,2,"Family","No","17-06-1999","Other","AllPub","NoAccess",159076,32751,4678720,"1999","2007"
"3638",3638,"P01953","Chromepet",1186,"09-01-2012",200,1,1,3,"Adj Land","No","16-01-1983","Commercial","AllPub","Paved",326064,91298,13042550,"1983","2012"
"3639",3639,"P05999","KK Nagar",1881,"13-11-2009",50,3,2,5,"Abnormal","Yes","15-11-2001","Other","AllPub","Paved",608015,240673,12666980,"2001","2009"
"3640",3640,"P01426","Chromepet",898,"12-05-2012",87,1,1,3,"Family","Yes","14-05-2006","Other","ELO","Gravel",321574,103734,10373360,"2006","2012"
"3641",3641,"P09831","Velachery",1661,"04-04-2005",31,2,1,4,"Abnormal","Yes","11-04-1976","Housing","AllPub","Gravel",306505,170281,8514030,"1976","2005"
"3642",3642,"P07236","KK Nagar",1536,"12-01-2009",150,2,1,4,"Partial","No","16-01-1994","Housing","No_Sew_Water","Paved",374964,87201,8720100,"1994","2009"
"3643",3643,"P05513","Chromepet",726,"11-02-2010",155,1,1,2,"Adj Land","Yes","19-02-1977","Other","No_Sew_Water","NoAccess",237190,86251,7187570,"1977","2010"
"3644",3644,"P08804","Adyar",961,"12-08-2007",132,1,1,3,"Partial","Yes","16-08-1989","Commercial","No_Sew_Water","Paved",383886,10968,10968170,"1989","2007"
"3645",3645,"P02124","Karapakkam",1356,"06-12-2011",100,2,2,4,"Normal Sale","Yes","16-12-1968","Housing","AllPub","NoAccess",224541,152108,7243250,"1968","2011"
"3646",3646,"P05589","Chromepet",882,"29-01-2010",40,1,1,3,"Adj Land","No","30-01-2006","Other","No_Sew_Water","NoAccess",285963,112652,8665540,"2006","2010"
"3647",3647,"P02581","Karapakkam",1558,"07-09-2011",133,2,2,4,"Adj Land","Yes","17-09-1971","Other","No_Sew_Water","Paved",268541,150067,7898250,"1971","2011"
"3648",3648,"P05057","Karapakkam",1440,"06-05-2010",75,2,2,4,"Normal Sale","Yes","16-05-1969","Housing","No_Sew_Water","NoAccess",330110,125756,7859750,"1969","2010"
"3649",3649,"P06470","Karapakkam",691,"11-08-2009",37,1,1,2,"Adj Land","Yes","16-08-1989","Other","No_Sew_Water","Paved",236325,121193,6059625,"1989","2009"
"3650",3650,"P01774","Adyar",1255,"10-02-2012",191,2,2,4,"Family","No","12-02-2001","Housing","ELO","Paved",322706,60507,10084565,"2001","2012"
"3651",3651,"P05825","Chromepet",1009,"16-12-2009",128,1,1,3,"Adj Land","Yes","22-12-1985","Commercial","AllPub","Paved",414241,146989,13362600,"1985","2009"
"3652",3652,"P08394","Adyar",1065,"16-01-2008",81,1,1,3,"Family","No","17-01-2003","Housing","ELO","Gravel",267426,41142,6857075,"2003","2008"
"3653",3653,"P08613","Chromepet",1065,"23-10-2007",11,1,1,3,"Adj Land","Yes","01-11-1969","Housing","No_Sew_Water","Paved",268804,49779,9955700,"1969","2007"
"3654",3654,"P05805","Karapakkam",694,"19-12-2009",3,1,1,2,"Partial","Yes","30-12-1965","Housing","No_Sew_Water","NoAccess",190350,57105,3807000,"1965","2009"
"3655",3655,"P03757","Chromepet",1045,"15-01-2011",88,1,1,3,"Abnormal","No","19-01-1993","Housing","AllPub","Paved",225513,27062,9020500,"1993","2011"
"3656",3656,"P06323","Karapakkam",730,"13-09-2009",175,1,1,2,"Normal Sale","Yes","21-09-1977","Housing","No_Sew_Water","NoAccess",242000,44000,5500000,"1977","2009"
"3657",3657,"P09875","Velachery",1871,"24-12-2004",22,3,2,5,"Family","No","06-01-1955","Other","AllPub","Paved",310203,180952,8616750,"1955","2004"
"3658",3658,"P08821","Chromepet",994,"07-08-2007",56,1,1,3,"Adj Land","Yes","12-08-1985","Housing","AllPub","Paved",236898,85283,9475900,"1985","2007"
"3659",3659,"P01341","Anna Nagar",1754,"25-07-2012",198,1,1,4,"Adj Land","No","01-08-1985","Housing","ELO","NoAccess",294779,76424,10917740,"1985","2012"
"3660",3660,"P06000","KK Nagar",2224,"13-11-2009",189,4,2,6,"Family","Yes","20-11-1980","Housing","No_Sew_Water","Gravel",609839,256132,12196780,"1980","2009"
"3661",3661,"P04779","Karapakkam",836,"01-07-2010",66,1,1,2,"Normal Sale","No","06-07-1988","Other","No_Sew_Water","NoAccess",171696,46501,3577000,"1988","2010"
"3662",3662,"P05754","Karapakkam",1399,"28-12-2009",137,2,2,4,"Family","No","07-01-1970","Commercial","AllPub","NoAccess",473817,187323,11019000,"1970","2009"
"3663",3663,"P09684","Velachery",1950,"02-03-2006",126,3,2,5,"Abnormal","Yes","05-03-1995","Housing","ELO","Gravel",392615,78523,11217570,"1995","2006"
"3664",3664,"P00810","Anna Nagar",1519,"08-07-2013",2,1,1,4,"Abnormal","Yes","18-07-1974","Other","No_Sew_Water","Gravel",391124,156449,13037450,"1974","2013"
"3665",3665,"P08203","Anna Nagar",1605,"23-03-2008",4,1,1,4,"Partial","Yes","02-04-1968","Other","No_Sew_Water","NoAccess",400919,133640,12149050,"1968","2008"
"3666",3666,"P08478","Chromepet",1230,"17-12-2007",81,2,1,4,"Abnormal","No","18-12-2000","Commercial","AllPub","Paved",395059,98765,14109250,"2000","2007"
"3667",3667,"P03102","Karapakkam",584,"26-05-2011",70,1,1,2,"Normal Sale","Yes","02-06-1981","Commercial","AllPub","NoAccess",334778,96714,7439500,"1981","2011"
"3668",3668,"P05985","Velachery",1590,"15-11-2009",57,2,1,4,"Normal Sale","No","29-11-1955","Commercial","No_Sew_Water","Paved",411610,212444,13277730,"1955","2009"
"3669",3669,"P09860","Velachery",1734,"28-01-2005",87,2,1,4,"Family","No","31-01-1995","Other","No_Sew_Water","NoAccess",325789,111990,10180900,"1995","2005"
"3670",3670,"P08544","Chromepet",786,"13-11-2007",119,1,1,2,"Normal Sale","No","14-11-2001","Commercial","No_Sew_Water","Gravel",283533,43620,10905100,"2001","2007"
