"","INT_SQFT","DIST_MAINROAD","N_BEDROOM","N_BATHROOM","N_ROOM","REG_FEE","COMMIS","SALES_PRICE","YEAR_BUILD","YEAR_SOLD","AREA_Adyar","AREA_AnnaNagar","AREA_Karapakkam","AREA_KKnagar","AREA_TNagar","AREA_Velachery","SALE_COND_Abnormal","SALE_COND_Family","SALE_COND_NormalSale","SALE_COND_Partial","PARK_FACIL_No","BUILDTYPE_Commercial","BUILDTYPE_Other","UTILITY_AVAIL_AllPub","UTILITY_AVAIL_ELO","STREET_Gravel","STREET_NoAccess"
"4004",1957,4,2,1,5,467993,80227,13371220,1989,2007,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0
"4005",1511,77,2,2,4,407825,185375,9268750,1970,2009,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0
"4006",1761,189,2,1,4,518298,143972,14397160,1982,2010,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0
"4007",2287,137,4,2,6,407213,308495,12339780,2003,2012,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"4008",1749,177,2,1,4,378768,184265,10236960,1989,2007,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0
"4009",1550,5,2,2,4,291270,94234,8566750,1974,2011,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4010",1766,156,1,1,4,466475,242567,18658980,1983,2007,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0
"4011",1540,85,1,1,4,461526,237356,13186470,1991,2007,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0
"4012",1874,45,3,2,5,288052,120796,9292000,1974,2009,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1
"4013",1454,25,2,2,4,338529,86433,7202750,2006,2011,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1
"4014",2461,198,4,2,6,419540,204101,11338920,2005,2011,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0
"4015",1528,194,2,1,4,463859,191001,13642920,1983,2004,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"4016",823,134,1,1,3,222406,107616,7174375,2005,2010,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0
"4017",1389,164,2,1,4,433352,154081,9630040,1986,2009,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0
"4018",765,11,1,1,2,287128,41018,8203665,1996,2007,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0
"4019",1244,180,2,2,4,277162,34645,8661320,2004,2012,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1
"4020",1566,170,2,1,4,346461,219425,11548700,1987,2012,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,1,0
"4021",1539,69,1,1,4,407555,169814,11320960,1997,2010,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
"4022",1283,127,2,1,4,418599,62015,15503650,1975,2010,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0
"4023",1132,132,1,1,3,394587,108852,13606450,1977,2012,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
"4024",948,17,1,1,3,244277,126350,8423350,2005,2014,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
"4025",589,101,1,1,2,303081,115171,6061625,1964,2011,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
"4026",1025,84,1,1,3,230640,69192,7688000,1995,2011,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,1
"4027",885,105,1,1,3,306838,76710,10958500,1988,2013,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
"4028",758,80,1,1,2,286925,106038,6237500,1981,2011,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0
"4029",663,57,1,1,2,179082,70548,5426740,1995,2011,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"4030",1530,173,2,1,4,202576,101288,6752540,1988,2010,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1
"4031",1948,194,3,2,5,387559,183014,10765530,1968,2007,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0
"4032",940,60,1,1,3,292749,17742,8871195,1999,2012,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
"4033",1532,41,1,1,4,302461,97220,10802190,2004,2011,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0
"4034",1894,194,3,2,5,329956,62424,8917740,1961,2008,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1
"4035",1373,184,2,1,4,285072,155494,8638540,1985,2009,0,0,0,1,0,0,0,0,0,1,1,0,1,1,0,1,0
"4036",1528,135,2,1,4,237665,87144,7922150,1981,2011,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,1,0
"4037",1826,44,3,2,5,369034,106826,9711430,1965,2004,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0
"4038",1132,163,1,1,3,261195,95949,5330500,1971,2009,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1
"4039",1955,78,2,1,5,371561,193212,14862430,1999,2013,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
"4040",1036,32,1,1,3,302660,204740,8901750,1994,2011,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
"4041",1504,136,1,1,4,509070,162902,20362800,2006,2011,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0
"4042",1826,160,2,1,5,457606,78898,15779500,1994,2010,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"4043",1609,123,2,2,4,507364,101473,11274750,1972,2009,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1
"4044",891,49,1,1,3,335990,135996,7999750,1996,2009,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"4045",1665,117,2,2,4,370998,170041,7729125,1999,2010,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0
"4046",1965,122,2,1,5,562035,172934,14411150,1975,2010,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1
"4047",1157,27,1,1,3,353721,101063,12632900,2005,2011,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1
"4048",2064,101,3,2,5,725904,362952,16497820,1989,2010,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0
"4049",1181,12,1,1,3,246189,98476,9847570,1990,2006,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0
"4050",1653,132,2,1,4,528909,237469,10794060,1989,2009,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
"4051",2282,72,4,2,6,401648,267765,12171140,1982,2009,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0
"4052",1531,169,2,2,4,538209,286281,11451250,1974,2009,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,1,0
"4053",1629,164,1,1,4,578234,179452,19939120,2005,2011,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0
"4054",1081,27,1,1,3,303131,136898,9778420,1973,2012,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
"4055",1041,190,1,1,3,352765,117588,9045250,2002,2009,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
"4056",1175,29,1,1,3,302517,58552,9758600,1979,2007,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"4057",810,171,1,1,3,276639,128439,9879950,1981,2010,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
"4058",1722,197,2,1,4,391839,235104,9795980,1989,2008,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0
"4059",1475,86,2,2,4,373331,207406,8296250,1990,2011,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"4060",1522,81,1,1,4,304965,214605,11295000,2004,2009,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
"4061",1556,181,NA,1,4,313136,107978,10797790,1986,2013,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
"4062",1286,156,2,1,4,433921,149628,14962800,2000,2008,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
"4063",1803,10,3,2,5,438761,161649,11546330,1995,2009,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
"4064",866,147,1,1,3,284854,152600,10173350,1982,2011,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1
"4065",1178,121,1,1,3,302357,51833,8638785,1993,2012,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"4066",1626,155,1,1,4,398859,141531,12866410,1999,2008,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0
"4067",1589,48,1,1,4,372788,156330,12025410,2000,2008,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
"4068",1165,68,1,1,3,234058,98153,7550250,1979,2014,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1
"4069",618,57,1,1,2,277924,25266,8421940,1974,2010,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0
"4070",1144,131,1,1,3,261559,158803,9341380,1974,2012,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0
"4071",1201,83,2,2,4,468704,213047,14203140,1971,2007,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
"4072",879,158,1,1,2,252530,157831,6313250,1973,2010,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
"4073",1501,78,1,1,4,463319,68135,13627030,1975,2010,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0
"4074",1289,181,2,2,4,607616,190965,17360470,1991,2009,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0
"4075",1741,11,2,1,4,366038,219623,10458220,1999,2009,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0
"4076",1585,48,2,2,4,503864,215942,11996750,1965,2010,0,0,1,0,0,0,0,0,0,1,1,1,0,0,1,0,0
"4077",897,104,1,1,3,284051,64141,9162950,1999,2008,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0
"4078",1172,77,1,1,3,300750,116419,9701600,1987,2007,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
"4079",1321,193,1,1,3,409314,102329,8527375,1991,2009,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0
"4080",798,21,1,1,2,189714,58721,4517000,1998,2011,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1
"4081",1808,123,2,1,5,758028,286822,20487250,1990,2010,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1
"4082",934,168,1,1,3,217688,116619,7774580,1996,2012,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0
"4083",961,161,1,1,3,215933,34549,8637320,1982,2011,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1
"4084",962,15,1,1,3,235848,95614,6374265,1997,2008,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0
"4085",1778,92,3,2,5,327586,147942,10567300,2001,2008,0,0,0,1,0,0,0,1,0,0,1,0,1,1,0,0,0
"4086",1756,187,1,1,4,371064,210269,12368790,1997,2009,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
"4087",1023,199,1,1,3,163153,71979,4798625,2005,2011,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0
"4088",784,74,1,1,2,224786,85948,6611365,1979,2010,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1
"4089",1485,77,2,1,4,344199,98343,8195220,1998,2009,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0
"4090",2177,119,3,2,5,542127,189745,13553180,1999,2011,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,1,0
"4091",2088,161,3,2,5,605347,270474,12879720,1992,2010,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
"4092",1181,156,1,1,3,328316,126275,8418360,1987,2011,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1
"4093",1308,177,1,1,3,339237,220046,9168580,2001,2010,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0
"4094",663,102,1,1,2,122104,91578,3815750,1990,2009,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1
"4095",1975,0,2,1,5,339179,189940,13567150,2005,2010,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"4096",749,180,1,1,2,240198,124903,9607900,1987,2009,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0
"4097",1727,73,2,1,4,289436,74426,8269610,1976,2009,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0
"4098",2158,50,3,2,5,394623,105233,13154100,1993,2010,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
"4099",1157,19,1,1,3,293108,47276,9455100,2002,2012,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
"4100",1832,138,2,1,5,845790,260243,21686920,1987,2008,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0
"4101",1138,23,1,1,3,372628,220817,13801050,1991,2006,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
"4102",770,191,1,1,2,171416,50790,6348750,2006,2011,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1
"4103",1842,33,2,1,5,365124,208643,13040160,1986,2009,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0
"4104",1882,117,2,1,5,731190,197619,19761890,1967,2009,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1
"4105",757,155,1,1,2,247934,132822,8854790,1994,2008,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
"4106",1884,92,3,2,5,308619,209064,9955440,1972,2009,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
"4107",1729,82,2,1,4,489601,212870,10643500,2005,2011,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
"4108",866,177,1,1,3,206669,86668,6666735,1980,2009,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
"4109",919,146,1,1,3,497683,137657,10589000,1994,2010,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0
"4110",1587,80,2,1,4,368332,161707,8983700,2005,2010,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
"4111",1282,109,2,1,4,343274,77513,11073340,1997,2013,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
"4112",928,79,1,1,3,279010,76094,8454860,1972,2010,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0
"4113",898,18,1,1,3,190460,47615,6802150,1979,2008,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
"4114",692,118,1,1,2,273510,85960,7814575,1986,2011,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
"4115",1972,175,2,1,5,487956,181241,13941590,1973,2012,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0
"4116",2079,102,3,2,5,471086,177966,10468580,2001,2011,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0
"4117",1486,128,2,1,4,529906,214486,12616820,1999,2010,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0
"4118",1742,9,1,1,4,755385,188846,20982920,1967,2008,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"4119",1936,103,2,1,5,441219,261974,13788080,1989,2013,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
"4120",1214,145,1,1,3,309558,89872,9985750,1963,2012,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1
"4121",1257,133,1,1,3,326340,126540,6660000,1977,2011,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1
"4122",841,118,1,1,2,241009,42846,5355750,1990,2009,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1
"4123",2255,181,4,2,6,509468,424557,16982280,1995,2009,0,0,0,1,0,0,0,0,1,0,1,1,0,1,0,0,0
"4124",1605,3,2,1,4,426538,151352,13759280,1971,2005,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0
"4125",1188,111,1,1,3,346688,64202,12840300,2000,2014,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0
"4126",1213,142,2,1,4,256077,30729,10243060,2005,2012,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
"4127",731,89,1,1,2,363980,121327,11029700,1971,2009,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"4128",1781,185,3,2,5,679338,274970,16174720,2003,2009,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0
"4129",702,62,1,1,2,248725,97714,8883050,1995,2014,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0
"4130",1949,2,2,1,5,526206,278580,15476650,1988,2007,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0
"4131",1857,71,2,1,5,366422,225491,14093160,1980,2010,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0
"4132",1904,73,3,2,5,517554,194083,10782380,1986,2011,0,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0
"4133",1199,91,1,1,3,352778,180309,7839500,1974,2012,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0
"4134",1228,141,1,1,3,553488,219089,11531000,1999,2011,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0
"4135",1786,37,2,1,4,672394,224131,17240870,1998,2009,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0
"4136",1953,106,3,2,5,294242,151579,8916410,1953,2006,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1
"4137",1287,140,1,1,3,513769,185831,10931250,1983,2010,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0,1,0
"4138",1369,55,2,1,4,355048,182076,9103800,1978,2008,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"4139",1771,64,2,1,4,476879,221804,11090200,1991,2011,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0
"4140",1082,100,1,1,3,348757,110134,9177820,1984,2012,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
"4141",1636,141,2,1,4,422365,191070,10056300,1984,2009,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
"4142",602,0,1,1,2,328013,118085,6560250,1983,2009,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
"4143",1854,29,2,1,5,316030,175572,11704830,1980,2009,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1
"4144",1655,89,2,2,4,482056,236109,9837875,1985,2010,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1
"4145",698,140,1,1,2,365524,108669,9879040,1994,2010,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0
"4146",1101,74,1,1,3,214316,85727,8572650,1982,2013,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
"4147",785,173,1,1,2,223597,65764,6576375,1990,2012,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
"4148",1135,172,1,1,3,364528,110463,11046310,1975,2009,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
"4149",1308,9,1,1,3,395628,107149,8242250,1978,2010,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
"4150",924,100,1,1,3,359448,42288,10571990,1981,2007,1,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,1
"4151",508,67,1,1,2,214712,161034,6709750,1962,2011,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0
"4152",1725,60,2,1,4,314149,196343,9817160,2002,2010,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0
"4153",1665,122,2,2,4,368432,92108,11513500,2001,2011,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1
"4154",1868,98,3,2,5,374489,215615,11348140,2001,2010,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0
"4155",1951,120,2,1,5,527076,222994,20272170,1970,2006,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1
"4156",1665,159,1,1,4,516407,103281,20656290,1990,2012,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0
"4157",1537,16,1,1,4,706816,123693,17670400,1992,2007,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0
"4158",912,199,1,1,3,359082,173750,11583300,1984,2010,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0
"4159",724,77,1,1,2,393629,184765,8033250,1978,2009,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0
"4160",516,186,1,1,2,149929,63303,3331750,1978,2011,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1
"4161",1764,118,1,1,4,391192,251480,13971130,1971,2009,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1
"4162",872,166,1,1,3,200037,115406,7693740,1983,2012,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0
"4163",887,46,1,1,3,380435,157421,13118450,1969,2008,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0
"4164",1080,56,1,1,3,330766,114496,12721750,2002,2011,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
"4165",1045,172,1,1,3,312840,151680,9480000,1976,2008,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
"4166",1530,128,2,2,4,481850,301156,12046250,2001,2012,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1
"4167",1132,190,1,1,3,199662,54453,6050375,2002,2007,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
"4168",2365,21,4,2,6,516992,245571,12924800,1984,2009,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
"4169",1781,30,2,1,4,391892,190922,10048510,1968,2006,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0
"4170",1138,70,1,1,3,388423,164786,11770400,1971,2011,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0
"4171",2375,26,4,2,6,489398,239009,11381360,1993,2011,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0
"4172",1115,65,1,1,3,186746,62249,6224875,1999,2010,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1
"4173",811,39,1,1,3,326702,163351,10890050,1970,2009,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
"4174",1586,14,1,1,4,272061,195884,10882430,1969,2013,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
"4175",1103,10,1,1,3,274581,116169,10560810,2002,2008,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
"4176",939,169,1,1,3,260999,111857,5326500,1986,2010,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1
"4177",1727,65,2,1,4,293672,146836,7341790,1964,2006,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0
"4178",1672,169,1,1,4,567333,340400,18911110,1998,2011,0,0,0,0,1,0,0,1,0,0,1,1,0,1,0,0,0
"4179",1581,143,1,1,4,702429,144088,18011000,1997,2012,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
"4180",1781,109,1,1,4,732194,178101,19789040,1985,2012,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0,1
"4181",1668,132,2,1,4,424177,268645,14139220,1988,2009,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,1,0
"4182",1263,58,2,2,4,293288,63414,7926700,1969,2009,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
"4183",819,7,1,1,3,269438,14969,7484395,1995,2008,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1
"4184",1145,190,1,1,3,274230,75413,6855750,1980,2011,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0
"4185",1074,3,1,1,3,322616,141951,12904650,1973,2012,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
"4186",1707,36,1,1,4,352546,235031,13057270,1971,2009,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0
"4187",2145,70,3,2,5,607510,433936,17357440,1987,2009,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0
"4188",737,17,1,1,2,276667,96833,6916665,1976,2007,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
"4189",1178,109,1,1,3,246125,79824,6652020,1983,2011,1,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1
"4190",1261,144,2,2,4,337865,57920,9653285,1967,2006,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"4191",807,67,1,1,2,235705,60827,7603375,2004,2011,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1
"4192",1167,142,1,1,3,244751,78320,9790040,1996,2007,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0
"4193",1575,78,2,2,4,373858,106817,7629750,1968,2011,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
"4194",1177,77,1,1,3,245499,56114,7014250,1990,2011,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1
"4195",1069,177,1,1,3,205090,60595,4661125,1971,2012,0,0,1,0,0,0,1,0,0,0,1,0,1,1,0,0,1
"4196",679,120,1,1,2,169861,46326,5147305,1982,2009,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1
"4197",642,119,1,1,2,346602,169614,7374500,1980,2010,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0
"4198",1850,30,3,2,5,317302,81884,10235550,1956,2006,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0
"4199",1692,128,1,1,4,679243,142999,17874820,1990,2006,0,1,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0
"4200",1788,188,1,1,4,742623,381920,21217800,2000,2010,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
"4201",817,40,1,1,3,346796,173398,11559880,1994,2006,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
"4202",1639,43,2,2,4,416438,170361,9464500,1975,2011,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
"4203",883,1,1,1,2,170682,58391,4491625,1966,2010,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0
"4204",1827,162,3,2,5,325727,184872,8803420,2001,2007,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
"4205",1986,199,2,1,5,516583,211931,13245710,1990,2009,0,1,0,0,0,0,0,1,0,0,1,0,1,1,0,0,1
"4206",1958,65,3,2,5,465110,210050,15003560,1987,2005,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1
"4207",870,94,1,1,3,352152,53356,10671275,1984,2008,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1
"4208",1662,15,2,1,4,306997,149563,7871720,1963,2004,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0
"4209",1835,124,2,1,5,461752,230876,14429740,1987,2009,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0
"4210",1270,179,2,2,4,407424,101856,10185610,1977,2011,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1
"4211",2292,122,4,2,6,466074,245984,12946500,1995,2008,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
"4212",1028,99,1,1,3,400050,220028,10001250,1994,2009,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0,1,0
"4213",1865,111,3,2,5,829837,287902,16935440,1987,2009,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0
"4214",981,169,1,1,3,345874,56088,9347935,2000,2009,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
